k,time,ari,homogeneity,completeness,silhouette,distortion
2,0.1050223186734023,0.029125404082489707,0.029025133510105727,0.03045013062432648,0.21372996335560537,14321.157885249619
3,0.0828200236155065,0.041885543446401295,0.05587021081206026,0.03633174842093712,0.18938583423770292,12622.067343230792
4,0.11294598473872741,0.04531786326183101,0.063479135708208,0.03870232748998122,0.20637363498200872,11287.798433522856
5,0.11006602146683525,0.07571313659639357,0.13435268829635763,0.06519472891125516,0.1904389193948392,10149.061548195608
6,0.2349274815437732,0.07112847249572375,0.13121365732604812,0.05975061250752497,0.19197138705246855,9358.27799004407
7,0.12840410664873003,0.06624668022768916,0.15314493561673473,0.06260252607270059,0.19033390130295338,8641.181119830822
8,0.13454554897716897,0.05011772015779794,0.140381056027946,0.05123407469498226,0.14904088023819842,8301.564717515608
9,0.15319301460628365,0.05035694184410481,0.15415568865959775,0.052675758213228285,0.15195586949526838,7963.749191829585
10,0.20353322088770076,0.04268605022431474,0.1475099873265885,0.04778958845008891,0.15017782257272003,7702.469164564966
11,0.12803701793156264,0.04527081352747274,0.16078817684597088,0.05076220493768113,0.14742868211146745,7450.217046179029
12,0.15007195900660975,0.03659395564701372,0.14084338066761745,0.041910591147553446,0.13584838052939846,7258.7991736968725
13,0.16999894522106596,0.039776548811691265,0.1522350342944429,0.04387542535173515,0.14764233141722144,7065.267595282438
14,0.18995093835249977,0.034254805064730845,0.15700206478451473,0.044776777838256294,0.13819898686097876,6846.045737343004
15,0.39247266150861604,0.03266203672836491,0.16838764354365698,0.04505750929637757,0.13786380547414223,6698.846099167675
16,0.19005417203540587,0.03416796749254314,0.17010373692928585,0.045883444267201146,0.14175921086075177,6520.617492004749
17,0.4391352479868629,0.02826647815590965,0.17235601942678874,0.04486789689919929,0.13611512140200743,6406.684705963113
18,0.30336019225830757,0.024803219740100347,0.16069549285718984,0.04050838971054912,0.14324091362353925,6258.642039742798
19,0.2692683905836777,0.024666749231749344,0.17269710248632686,0.043640162973898854,0.13905135760166726,6160.543029102754
20,0.27444546360098965,0.025351085910131726,0.18439030103667536,0.044921457027040715,0.13877916826696726,5972.390093123277
21,0.7140257064694495,0.021789158318963255,0.17535686561512442,0.04165834193621075,0.13960308760785714,5864.798565257279
22,0.38411874823068093,0.025130875821411967,0.18911387386981476,0.0446232260612705,0.1458262240138313,5702.929141136921
23,0.1782829673720645,0.028326669036081272,0.18700681516959444,0.044787357985968446,0.1440778431807595,5676.3579454352275
24,0.2536108545408551,0.02074241713545544,0.18588180442402766,0.042399231362390884,0.13500229055639126,5621.00762837627
25,0.2425084246059086,0.02093038275700933,0.17128848362206583,0.03954712852806363,0.14311604017520205,5505.587343397345
26,0.726811614879372,0.02296876605397839,0.19070509515317646,0.04332030154825636,0.14736638450553644,5379.7466106353
27,0.4208430088194257,0.020164965581252497,0.19296727125526592,0.042931694848554414,0.14360442299430823,5265.118600157957
28,0.27067615176890314,0.019839625226789153,0.19627202279568534,0.04328317041754228,0.14167525111508486,5202.834592349224
29,0.30877899880640136,0.020509508435672636,0.20559057594064398,0.04422339373066791,0.1375096075702056,5182.7970122804945
30,0.21830653799432476,0.017360888827783555,0.19378564006386223,0.04193520826542881,0.1495008491539962,5085.865355679111
31,0.5213608764219071,0.01860134215829149,0.19190082721450974,0.04047722477356364,0.13872187072078673,5051.132869279559
32,0.4445710464144401,0.016499047291369865,0.20288787687662915,0.04202103975380773,0.14088177594632573,4965.9733073914285
33,0.22652419563488202,0.018172053537842226,0.20113390804801165,0.04167701075268874,0.14131934156903864,4934.9126338506085
34,0.6077613775861721,0.01534274514674641,0.20867561262485682,0.04259827074260241,0.13040101413618246,4956.783011935508
35,0.6522146991299191,0.01738851615501262,0.2178817669061114,0.04522712589765003,0.14969038012055078,4740.163822709535
36,0.5108634215169143,0.01595227370762866,0.20738625254554896,0.04184086158571703,0.13793732696775113,4782.49823980967
37,0.2506975487129939,0.016812776629889534,0.1962680611742018,0.03943339092739339,0.13008270613965947,4759.260763229226
38,0.317683705460837,0.013407194449741424,0.19646518771967778,0.03894825775297772,0.14011757949208453,4658.840135786617
39,1.010336192350639,0.01381720726112419,0.20655935954919272,0.04134888213602556,0.13610253547066392,4653.126673306835
40,0.5631894334875316,0.015397692698049975,0.2072063043389408,0.0409578711927158,0.13874372019916897,4525.685000885279
41,0.3251168512316074,0.01461623115791495,0.20647931039840164,0.04015605012532778,0.13646743565932595,4511.0952393134585
42,0.38898996741726855,0.012749460287751365,0.2045321119601987,0.03909681985503011,0.13515684884332738,4460.3682586472405
43,0.5323603932754466,0.011951785899266603,0.21634064877369383,0.04147850975808378,0.13515226709142136,4470.719588752009
44,0.47521125234319683,0.012661106387701803,0.2144697468571542,0.04052450429664409,0.13294686173188291,4474.5661214477905
45,0.27442783051850483,0.011969530079191777,0.2180884338304329,0.04090630792574891,0.13577473297480067,4385.73448104476
46,0.3105859088587657,0.011491951660427336,0.21956502359580274,0.0411969442102826,0.1428437760992697,4355.825307735128
47,0.8181856071086315,0.011706733375578574,0.22309350913246032,0.04150853182335569,0.14406387300081971,4271.004092370836
48,0.4829332600652023,0.013552944098137688,0.23624057465909934,0.04375346469356561,0.13360131198413924,4212.36117038249
49,0.3395855969135049,0.010459325451262385,0.20411011288447392,0.03811070841487719,0.14021207794901205,4237.264216422605
