train_accuracy,test_accuracy,pca_train_accuracy,pca_test_accuracy,ica_train_accuracy,ica_test_accuracy,rca_train_accuracy,rca_test_accuracy,rf_train_accuracy,rf_test_accuracy,km_train_accuracy,km_test_accuracy,pca_km_train_accuracy,pca_km_test_accuracy,ica_km_train_accuracy,ica_km_test_accuracy,rca_km_train_accuracy,rca_km_test_accuracy,rf_km_train_accuracy,rf_km_test_accuracy,gmm_train_accuracy,gmm_test_accuracy,pca_gmm_train_accuracy,pca_gmm_test_accuracy,ica_gmm_train_accuracy,ica_gmm_test_accuracy,rca_gmm_train_accuracy,rca_gmm_test_accuracy,rf_gmm_train_accuracy,rf_gmm_test_accuracy,
0.9801955447455795,0.6841863207547171,0.7914668268859547,0.6729009433962265,0.725869817002548,0.719807389937107,0.8923648752992047,0.6222366352201258,0.890277729518956,0.6654127358490566,0.6972410914215118,0.6941705974842767,0.6874434889197745,0.6835298742138365,0.6374821924947881,0.6340959119496856,0.6007925063701645,0.5922287735849057,0.7276070380665586,0.7304363207547169,0.6763249459501196,0.6585102201257862,0.6773676743108641,0.6822366352201259,0.6656923210562891,0.656619496855346,0.6344266369392325,0.5959709119496855,0.7099554571075591,0.697932389937107
