k,ari,distortion,pca_ari,pca_distortion,ica_ari,ica_distortion,rca_ari,rca_distortion,rf_ari,rf_distortion
32,0.020057147012124618,1490.5236797755592,0.018233964371052073,967.3466182168562,0.0176751825242081,0.03545446431312255,0.01693493284398769,1088.3222852999513,0.03046901938103383,566.8963336320437
33,0.01930582083230441,1525.3327644665962,0.015552984872909925,985.9400762798335,0.016137481962903818,0.031161084906490714,0.015461779628657281,784.7975031098973,0.029698073078191094,446.3075030980614
34,0.018805911106329787,1434.5144815109295,0.019648151881921233,956.4727368578874,0.013620874635399642,0.030815535070149416,0.018557054317498885,917.0914189630616,0.023139963637382938,514.6441646074795
35,0.01889793442741016,1367.660524398149,0.018565361272344275,702.3945418126794,0.016322705471376778,0.033303246371144735,0.016436343708895816,724.1687752773672,0.024809189008725918,570.6621329993183
36,0.01592005990206801,1193.8455471353861,0.01890094668754866,873.3911432933933,0.01451777870661717,0.02823353151094581,0.012473695448316353,739.1262080381903,0.026164079987853958,492.6362285907352
37,0.01725698563501419,1276.4063366780927,0.016077553018686727,771.3242330263024,0.01528679794368142,0.028904636712008273,0.015758301475319286,785.7892851455814,0.02203562014821053,369.33470348549935
38,0.01546462688037049,1235.6307695343728,0.015085480033648355,847.9932931660019,0.01451249152783108,0.02585927323292761,0.015572697702505063,872.5410163576241,0.03044066488883111,540.2481120947666
39,0.016917285188949797,1117.1045227036343,0.01998339137637263,830.7502364913671,0.014749668383437846,0.028648037823255892,0.012780468652322892,696.6162547861084,0.0252422565785771,519.2992141906839
40,0.016780238640928598,1165.728351238061,0.01634832200497786,696.6158474179113,0.015859564592446453,0.023541039851466015,0.014651906495164508,785.7436952881094,0.03063892341931849,523.4680815694192
41,0.015490919612885366,1045.55143917028,0.01545222261277275,687.8420626115131,0.01331123568794382,0.02593089995938536,0.014866086342391071,710.1649963745044,0.029028496677657774,522.2837778514024
42,0.013384000444596679,1012.9559455248068,0.01636398826092356,719.3988451698027,0.017057648150608062,0.02772368932421754,0.012870705498855807,811.1581018008043,0.02159364116735289,419.7488999101971
43,0.014542455490801076,982.8716887639193,0.020036264619253546,661.1601819437273,0.014800595688057933,0.022506389430755388,0.015781367733968318,624.3806961269759,0.02856614379197436,281.4003063975252
44,0.014400650074829631,1080.6119270125992,0.013051564070950403,569.7879894059324,0.01259525398923054,0.02318446003734391,0.015635327580076838,597.173663305343,0.027597009715313703,334.3851429931681
45,0.016298274388606634,856.1589433139557,0.012821150045375419,602.0709773209584,0.013666244993183694,0.024161415190902515,0.017435812942783308,673.01519940899,0.021398979952016547,349.5683285586658
46,0.01688708692502869,884.7309539143662,0.013673820252375811,636.3704949830789,0.015627956220086038,0.027367727013749423,0.012090882940243556,583.0745887305065,0.02255949135796306,331.73197989597924
47,0.013872286594893582,998.1263761155459,0.013899783004252642,589.6742887705362,0.015556278051453817,0.023113384895990567,0.011944518683465834,641.7617904886638,0.02788343451028977,315.1886382204364
48,0.014237181000356262,942.6840582745916,0.013712539399532975,651.5972753662884,0.012073607907621606,0.025290255239293846,0.013206748930664123,686.9564766833562,0.019659824852596184,336.22451094836634
49,0.013857755646967975,830.3242126284371,0.016126163582533083,687.3605454607074,0.014859774536863336,0.019654347604957795,0.012764898036714852,633.0273011432713,0.02085927643600018,408.4870393011496
